time,mode,aspd,gspd,lat,lon,r,p,y,alt,navr,navp,navy,navalt,navspeed,hdop,sat,turn,bearing,rad,latacc,climb,srv0,srv1,srv2,srv3,lmt0,lmt1
1679117914812,FBWA,8.2,11.18,-7.766804218292236,110.23367309570312,-9.5,-0.86,222.04,8.46,-0.22,-1.39,45.0,80.0,17.0,0.53,12.0,88.72,89.14,42.86,-7.53,-7.53,1544,1467,1511,1000,0.0,1.0
1679117914963,FBWA,8.18,9.68,-7.766874313354492,110.23362731933594,-7.36,0.29,218.73,8.2,0.0,0.09,45.0,80.0,17.0,0.53,12.0,88.72,58.69,42.86,-6.51,-6.51,1655,1489,1555,1000,0.0,1.0
1679117914995,FBWA,8.07,10.69,-7.766874313354492,110.23362731933594,-5.69,-0.71,215.98,8.0,0.0,0.09,45.0,80.0,17.0,0.53,12.0,88.72,58.69,42.86,-7.2,-7.2,1522,1588,1511,1000,0.0,1.0
1679117915202,FBWA,7.8,9.79,-7.766874313354492,110.23362731933594,-3.9,-3.12,213.44,7.82,0.0,0.03,45.0,80.0,17.0,0.55,12.0,88.72,58.69,42.86,-6.59,-6.59,1522,1677,1511,1000,0.0,1.0
1679117915234,FBWA,7.57,10.05,-7.766874313354492,110.23362731933594,-2.82,-4.91,209.52,7.61,0.0,0.03,45.0,80.0,17.0,0.55,12.0,88.72,58.69,42.86,-6.77,-6.77,1577,1722,1522,1000,0.0,1.0
1679117915273,FBWA,7.31,9.67,-7.766874313354492,110.23362731933594,-1.91,-5.39,206.76,7.4,0.0,0.09,45.0,80.0,17.0,0.55,12.0,88.72,58.69,42.86,-6.51,-6.51,1511,1700,1500,1000,0.0,1.0
1679117915473,FBWA,7.16,9.94,-7.766874313354492,110.23362731933594,-1.18,-5.33,205.07,7.18,0.0,0.03,45.0,80.0,17.0,0.55,12.0,88.72,58.69,42.86,-6.69,-6.69,1511,1688,1500,1000,0.0,1.0
1679117915591,FBWA,7.05,9.68,-7.766874313354492,110.23362731933594,-0.57,-5.19,203.69,6.98,0.49,4.66,45.0,80.0,17.0,0.55,12.0,88.72,58.69,42.86,-6.51,-6.51,1478,1855,1500,1000,0.0,1.0
1679117915627,FBWA,6.91,9.74,-7.766874313354492,110.23362731933594,-0.23,-4.44,202.88,6.79,0.38,18.45,45.0,80.0,17.0,0.55,12.0,88.72,58.69,42.86,-6.56,-6.56,1533,2000,1500,1000,0.0,1.0
1679117915767,FBWA,6.81,9.81,-7.766874313354492,110.23362731933594,-0.14,-2.4,202.84,6.63,0.88,24.63,45.0,80.0,17.0,0.55,12.0,88.72,58.69,42.86,-6.6,-6.6,1500,2000,1500,1010,0.0,1.0
1679117915767,FBWA,6.67,9.51,-7.766874313354492,110.23362731933594,0.91,0.41,203.63,6.44,4.12,24.88,45.0,80.0,17.0,0.55,12.0,88.72,58.69,42.86,-6.4,-6.4,1467,2000,1489,1010,0.0,1.0
